,Gender,Age,Tenure,Saving_Amount,Current_Amount,Time_Deposits_Amount,Funds_Amount,Stocks_Amount,Bank_Assurance_Amount,Life_Assurance_Amount,Business_Loan_Amount,Home_Loan_Amount,Consumer_Loan_Amount,Branch_Transactions,ATM_Transactions,Phone_Transactions,Internet_Transactions,Standing_Orders,New_Credit_Card_Flag
4613,F,53,89,80.634286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,0,1,0
4614,F,48,89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.497143,0,0,0,0,0,0
4615,M,54,89,601.255714,0.0,0.0,0.0,0.0,33.52,0.0,0.0,0.0,0.0,1,0,0,0,0,0
4616,F,42,89,0.0,48.925714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0
4617,M,59,89,85.337143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
4618,M,86,89,0.0,0.0,0.0,0.0,178.278571,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
4619,F,29,89,59.467143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1876.308571,5,0,0,0,0,0
4620,F,60,89,12478.218571,0.0,0.0,0.0,178.278571,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
4621,F,54,89,107.707143,0.0,6691.42,21311.918571,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
4622,M,65,89,149.451429,0.0,0.0,23910.077143,8964.025714,0.0,0.0,0.0,0.0,0.0,2,0,0,0,4,0
4623,M,63,89,28.071429,0.0,0.0,0.0,0.0,5.502857,0.0,0.0,0.0,3830.404286,2,0,0,0,1,0
4624,F,66,89,4720.997143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,5,0
4625,F,40,89,25.744286,463.938571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2115.211429,2,17,0,0,0,0
4626,M,50,89,876.155714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
4627,M,57,89,87.582857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9146.51,0.0,4,0,0,0,0,0
4628,F,56,89,112.217143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,0,0,0,0
4629,M,59,89,433.674286,2880.272857,98102.555714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0,0,0,6,0
4630,M,52,89,14798.524286,0.0,0.0,0.0,5622.27,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
4631,F,33,89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.657143,0,0,0,0,0,0
4632,M,47,89,220.447143,0.0,0.0,0.0,0.0,0.0,88.582857,0.0,0.0,5290.522857,4,0,0,0,0,0
4633,F,43,89,2090.645714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
4634,M,39,89,0.0075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
4635,M,37,89,0.388571,0.0,0.0,37372.797143,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0,0,0,1
4636,M,43,89,91.665714,210.937143,0.0,0.0,0.0,0.0,486.562857,0.0,19536.03,0.0,8,7,0,0,1,0
4637,M,25,89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,387.09,1,0,0,0,0,0
4638,M,66,89,1107.942857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,0,0,0,0
4639,M,44,89,49.411429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
4640,M,37,89,10.3875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0,0,0,0
4641,F,75,89,230.394286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
4642,M,43,89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7756.977143,0.0,0,0,0,0,0,0
4643,F,41,89,8005.238571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,0,0,0,0
4644,M,54,89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,696.754286,4,0,0,0,0,0
4645,M,47,89,0.0,34.678571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5,0,0,0,0
4646,M,30,89,209.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0,0,0,0
4647,M,60,89,2109.688333,0.0,0.0,0.0,0.0,0.0,0.0,19707.065,0.0,0.0,6,0,0,0,0,0
4648,F,65,89,1153.36,0.097143,0.0,27859.252857,0.0,0.0,0.0,0.0,0.0,0.0,12,2,0,0,0,0
4649,M,51,89,1548.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0
4650,M,64,89,6750.834286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
4651,M,58,89,429.64,64972.904286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
4652,F,49,89,9.814286,0.0,0.0,0.0,0.0,0.0,32.205714,0.0,0.0,8323.795714,12,6,0,0,0,1
4653,F,37,89,9.797143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1499.732857,2,1,0,0,0,0
4654,F,38,89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.69,3,0,0,0,0,1
4655,M,45,89,152.638571,0.0,0.0,0.0,0.0,198.811429,0.0,33700.222857,0.0,0.0,11,1,0,0,0,0
4656,F,32,89,18187.388571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,0,0,0
4657,F,59,89,0.066667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
4658,M,63,89,21906.205714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
4659,M,60,89,7344.361429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31553.004286,0.0,5,0,0,0,0,0
4660,M,37,89,0.0,0.0,0.0,0.0,0.0,207.262857,0.0,0.0,0.0,713.684286,0,1,0,0,0,0
4661,M,40,89,0.0,34.085714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
4662,M,47,89,732.175714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
4663,F,47,89,0.0,0.0,0.0,25797.387143,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
4664,M,40,89,14600.351429,0.0,0.0,11291.284286,178.278571,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
4665,M,57,89,0.0,29076.598571,0.0,0.0,463.522857,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
4666,F,52,89,0.0,0.0,0.0,0.0,0.0,739.341429,0.0,0.0,8111.742857,0.0,0,0,0,0,0,0
4667,M,60,89,24.705714,0.0,0.0,0.0,0.0,214.887143,0.0,0.0,4803.297143,0.0,3,0,0,0,0,0
4668,F,39,89,119.864286,6.285714,0.0,0.0,0.0,604.108571,0.0,0.0,34303.507143,0.0,1,4,0,0,0,0
4669,F,45,89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900.378571,0,0,0,0,0,0
4670,M,48,89,0.0,11840.761429,0.0,0.0,610.247143,0.0,0.0,0.0,0.0,0.0,4,10,0,0,0,0
4671,F,63,89,11.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0
4672,M,33,89,0.0,483.454286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,36,0,0,0,0
4673,F,64,89,7587.242857,0.0,0.0,0.0,60.257143,0.0,0.0,0.0,0.0,0.0,14,0,0,0,0,0
4674,M,36,89,0.0,11.932857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12,0,0,0,0
4675,F,50,89,0.0,0.0,0.0,0.0,154.507143,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
4676,M,40,89,0.0,326.632857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,22,0,0,0,0
4677,M,44,89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1470.75,3,0,0,0,0,0
4678,M,30,89,32.714286,0.0,0.0,0.0,0.0,114.162857,313.36,0.0,66012.208571,1063.182857,1,5,0,0,0,0
4679,F,79,89,409.542857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0
4680,F,52,89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,804.441429,0,4,0,0,0,0
4681,M,62,89,125.954286,0.0,0.0,1820.027143,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
4682,M,37,89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,844.74,5,9,0,0,0,1
4683,M,48,89,3.751429,0.0,0.0,0.0,0.0,7.462857,0.0,0.0,0.0,2218.61,3,0,0,0,0,0
4684,F,56,89,118.702857,0.0,0.0,0.0,2477.067143,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
4685,M,47,89,613.965714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
4686,M,52,89,924.312857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
4687,F,65,89,181.932857,0.0,0.0,0.0,0.0,375.652857,0.0,0.0,873.302857,0.0,0,8,0,0,0,0
4688,F,40,89,0.0,182.878571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,795.144286,1,13,0,0,0,0
4689,F,45,89,34.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37367.355714,8378.1,4,0,0,0,0,0
4690,M,27,89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1
4691,F,51,89,0.0,178.957143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,17,0,0,0,0
4692,M,44,89,80.868571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3294.462857,0.0,4,0,0,0,0,0
4693,F,53,89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1289.398571,1,0,0,0,0,0
4694,F,35,89,8.701429,0.0,0.0,0.0,0.0,517.445714,0.0,0.0,12028.337143,0.0,3,0,0,0,0,0
4695,M,56,89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6668.431429,7,0,0,0,0,0
4696,F,39,89,0.0,166.86,0.0,0.0,83.197143,0.0,0.0,0.0,0.0,0.0,0,22,0,0,5,0
4697,F,61,89,762.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9,0,0,0,0
4698,M,59,89,0.0,9.422857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1
4699,F,59,89,211.602857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,0,0,0,0
4700,M,39,89,9749.812857,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,0,0,0,0,0
4701,F,40,89,21.93,0.0,0.0,0.0,178.278571,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
4702,F,64,89,0.0,0.0,0.0,0.0,2949.084286,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
4703,F,39,89,0.0,215.537143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14,0,0,0,0
4704,F,33,89,3500.392857,0.0,0.0,0.0,1472.065714,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
4705,M,58,89,0.0,825.424286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,17,0,0,0,0
4706,F,48,88,4372.365714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,0,0,0
4707,F,45,88,0.171429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1493.774286,2,0,0,0,0,0
4708,M,38,88,532.532857,2719.107143,0.0,0.0,0.0,0.0,0.0,3687.531429,40938.06,0.0,105,0,0,0,2,0
4709,F,64,88,882.805714,0.0,0.0,196536.94,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
4710,F,58,88,0.0,0.0,0.0,0.0,368.441429,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
4711,M,71,88,69.982857,0.0,0.0,6933.305714,3053.021429,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0
4712,F,35,88,86.201429,0.0,0.0,0.0,0.0,0.0,0.0,123.457143,0.0,0.0,9,0,0,0,0,0
4713,M,40,88,0.0,27.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,0,0,0,0
4714,M,59,88,1471.932857,0.0,0.0,14.358571,0.0,59.54,0.0,0.0,0.0,0.0,11,0,0,0,1,0
4715,M,42,88,0.0,41.074286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1319.251429,11,0,0,0,0,0
4716,F,35,88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1348.764286,2,0,0,0,0,0
4717,F,48,88,54.814286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,359.635714,1,3,0,0,0,0
4718,M,40,88,0.0,371.592857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,49,0,0,3,1
4719,F,51,88,29.286667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8002.166667,1,10,0,0,1,1
4720,F,48,88,0.0,6910.955714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,54,1,0,0,0
4721,M,59,88,2.891429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
4722,M,60,88,15.857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
4723,M,53,88,265.217143,0.0,0.0,3776.107143,546.72,0.0,0.0,0.0,0.0,0.0,1,17,0,0,0,0
4724,M,51,88,0.0,5.057143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
4725,M,51,88,0.0,113.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,15,0,0,0,0
4726,M,47,88,0.0,72.795714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,15,0,0,0,0
4727,M,71,88,232.408571,0.0,0.0,0.0,0.0,224.885714,0.0,0.0,4802.19,0.0,2,0,0,0,0,0
4728,M,65,88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1425.272857,3,0,0,0,0,0
4729,F,56,88,0.0,0.0,0.0,0.0,380.697143,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
4730,M,71,88,11149.467143,0.0,0.0,2103.262857,0.0,384.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0
4731,F,31,88,0.0,5.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
4732,F,53,88,0.0,0.0,0.0,0.0,178.278571,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
4733,M,81,88,3891.954286,0.0,79935.935714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0,0,0,0,0
4734,M,28,88,66.597143,129.358571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,420.274286,4,11,0,0,0,1
4735,F,51,88,0.0,0.0,0.0,0.0,368.441429,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
4736,F,64,88,4969.82,0.0,0.0,30248.517143,0.0,0.0,0.0,0.0,0.0,0.0,6,0,0,0,0,0
4737,M,33,88,5793.948571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
4738,M,64,88,44.261429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4863.471429,0.0,4,0,0,0,0,0
4739,M,29,88,49.271429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4330.394286,2,1,0,0,0,0
4740,M,46,88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,881.651429,5,0,0,0,0,0
4741,M,70,88,1166.9,0.0,0.0,0.0,0.0,172.165714,0.0,0.0,4343.602857,0.0,4,0,0,0,0,0
4742,M,38,88,55.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
4743,M,38,88,0.0,2196.488571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8,0,0,0,0
4744,F,83,88,317.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0,0,0,0,0
4745,F,32,88,0.0,111.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11,0,0,0,0
4746,M,65,88,36.337143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
4747,M,33,88,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
4748,F,74,88,2.15,0.0,0.0,0.0,49.978571,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
4749,M,50,88,29.83,0.0,0.0,0.0,314.838571,0.0,0.0,0.0,0.0,0.0,5,4,0,1,0,1
4750,F,60,88,0.0,82.222857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1675.78,12,0,0,0,0,0
4751,M,58,88,6700.371429,0.0,0.0,0.0,154.047143,0.0,0.0,0.0,0.0,0.0,5,0,0,0,0,0
4752,M,29,88,10.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,8,0,0,1,0
4753,M,41,88,227.277143,0.0,0.0,0.0,92.697143,0.0,0.0,0.0,0.0,0.0,6,0,0,0,0,0
4754,F,46,88,0.0,0.815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
4755,F,46,88,30.024286,0.0,15233.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
4756,M,32,88,0.0,168.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1691.528571,8,5,0,1,0,1
4757,F,43,88,10.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,19,0,0,0,0
4758,M,51,88,1396.984286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0,0,0,0,0
4759,M,55,88,4.531429,216.672857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310.414286,14,9,0,0,0,0
4760,M,67,88,5033.745714,0.0,22312.661429,8462.914286,7672.851429,0.0,0.0,0.0,0.0,0.0,11,0,0,0,0,0
4761,M,43,88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,666.184,1,12,0,0,1,0
4762,F,30,88,0.0,494.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,23,0,0,0,0
4763,M,50,88,19.428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15353.201429,0.0,2,0,0,0,0,0
4764,M,50,88,0.0,54.852857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
4765,M,50,88,0.0,241.982857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,37,0,0,0,0
4766,F,51,88,19.071429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3494.257143,0.0,6,0,0,0,0,0
4767,F,38,88,8885.912857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
4768,M,43,88,4013.111429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,0,0,0,0
4769,F,55,88,24.077143,0.0,0.0,0.0,0.0,350.308571,0.0,0.0,0.0,5784.571429,1,0,0,0,0,0
4770,F,55,88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.154286,1,0,0,0,0,0
4771,M,77,88,2351.95,0.0,0.0,30212.327143,225.492857,0.0,0.0,0.0,0.0,0.0,10,0,0,0,8,0
4772,M,49,88,9024.428571,830.961429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,20,0,0,0,0
4773,F,31,88,19.521429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1585.448571,2,0,0,0,0,0
4774,M,58,88,284.748571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,0,0,5,0
4775,F,40,88,11799.908571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,0,0,0,0
4776,M,36,88,0.0,1.968571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
4777,M,57,88,5460.657143,21.634286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0
4778,M,32,88,0.0,0.0,0.0,0.0,0.0,64.091429,0.0,0.0,7404.754286,1736.072857,3,0,0,0,0,0
4779,F,49,88,0.0,171.412857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,0,0,0,0,0
4780,F,58,88,35.655714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12,0,0,0,0
4781,M,72,88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005714,0,0,0,0,0,0
4782,F,48,88,0.0,326.948571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12,0,0,0,0
4783,M,45,88,435.344286,0.0,0.0,0.0,0.0,14.605714,0.0,0.0,0.0,0.0,4,9,0,0,0,0
4784,M,49,88,191.994286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,26,0,0,0,0
4785,M,58,88,1935.178571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,0,0,0,0
4786,M,43,88,38.365714,0.0,0.0,0.0,0.0,211.628571,0.0,0.0,5823.118571,0.0,3,0,0,0,0,0
4787,M,52,88,80.855714,6282.4,0.0,0.0,0.0,364.262857,0.0,0.0,3653.974286,0.0,5,0,0,0,0,0
4788,F,50,88,18146.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,11,0,0,0,0
4789,F,58,88,730.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,15,0,0,3,0
4790,M,67,88,3.782857,0.0,0.0,0.0,0.0,373.542857,0.0,0.0,0.0,4910.685714,4,0,0,0,0,0
4791,F,54,88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1207.685714,3,0,0,0,0,0
4792,M,37,88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.354286,0,0,0,0,0,0
4793,M,31,88,69.734286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5,0,0,0,0
4794,F,25,88,0.0,0.0,0.0,0.0,178.278571,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
4795,F,68,88,0.0,0.0,0.0,0.0,1577.541429,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
4796,M,55,88,0.0,13517.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,15,0,0,0,0
4797,M,51,88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1696.457143,1,0,0,0,0,0
4798,M,36,88,590.718571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.538571,3,0,1,3,0,1
4799,F,48,88,3644.36,0.0,0.0,0.0,1935.084286,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
4800,F,48,88,912.291429,0.0,50346.432857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,0,0,3,0
4801,F,45,88,3.937143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,0,0,0,0
4802,M,62,88,42.547143,0.0,0.0,0.0,0.0,0.0,0.0,9068.112857,0.0,0.0,4,0,0,0,0,0
4803,M,46,88,1823.392857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0,0,0,0,0
4804,F,64,88,0.0,0.0,0.0,11202.688571,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
4805,M,55,88,5741.604286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
4806,M,70,88,0.354286,0.0,25454.308571,24395.288572,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
4807,F,39,88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7685.155714,17,1,0,0,0,1
4808,M,47,88,29.434286,2701.888571,0.0,0.0,0.0,0.0,0.0,17009.781429,0.0,7979.311429,32,0,0,0,0,0
4809,M,31,88,0.0,0.0,0.0,0.0,1898.748571,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
4810,F,46,88,32.302857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
4811,M,32,88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1135.315714,7,0,0,0,0,1
4812,F,52,88,8757.254286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,19,0,2,0,1
4813,M,58,88,0.0,0.0,0.0,0.0,653.687143,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
4814,F,56,88,0.0,248.835714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,0,0,0,0
4815,F,48,88,186.525714,255.884286,0.0,0.0,415.351429,0.0,0.0,0.0,0.0,0.0,7,8,0,0,0,0
4816,F,42,88,15.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
4817,M,45,88,10991.301429,971.232857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,48,0,0,0,0
4818,M,43,88,2296.892857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,17,0,0,0,0
4819,F,36,88,26.245714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
4820,F,48,88,0.0,4.457143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
4821,M,49,88,12.102857,0.0,0.0,0.0,4927.235714,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
4822,M,70,88,3141.244286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0
4823,M,53,88,16.132857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,515.861429,1,0,0,0,0,0
4824,M,49,88,0.0,378.892857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,16,3,2,4,1
4825,M,78,88,60.38,0.0,0.0,0.0,0.0,348.291429,0.0,0.0,10511.728571,0.0,5,0,0,0,0,0
4826,M,37,88,23.854286,0.0,0.0,0.0,0.0,162.188571,0.0,0.0,74743.421429,0.0,4,0,0,0,0,0
4827,M,59,88,13568.318571,202.991429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,11,0,0,4,0
4828,F,56,88,36118.878571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,9,0,0,0,0
4829,M,37,88,3.046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5114.614,3,0,0,0,0,0
4830,M,27,88,185.202857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5164.28,4,0,0,0,0,0
4831,F,34,88,17.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9787.63,0,0,0,0,0,0
