,Gender,Age,Tenure,Saving_Amount,Current_Amount,Time_Deposits_Amount,Funds_Amount,Stocks_Amount,Bank_Assurance_Amount,Life_Assurance_Amount,Business_Loan_Amount,Home_Loan_Amount,Consumer_Loan_Amount,Branch_Transactions,ATM_Transactions,Phone_Transactions,Internet_Transactions,Standing_Orders,New_Credit_Card_Flag
212,M,47,49,4702.047143,0.0,0.0,0.0,0.0,486.12,0.0,0.0,32378.281429,0.0,4,0,0,0,0,0
213,M,60,49,764.064286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,30,0,0,0,0
214,M,58,49,22.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,0,0,0
215,M,44,49,11.06,0.0,0.0,0.0,0.0,0.0,32.205714,0.0,0.0,5026.768571,14,31,0,0,0,0
216,M,37,49,0.0,0.0,0.0,0.0,0.0,51.125714,0.0,0.0,10442.162857,0.0,0,0,0,0,0,0
217,M,51,49,375.674286,0.0,0.0,0.0,0.0,134.84,0.0,0.0,0.0,0.0,0,0,0,0,0,0
218,F,42,49,0.0,290.917143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1437.417143,0,38,0,0,0,0
219,M,38,49,26.482857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8749.301429,3,0,0,0,0,0
220,F,64,49,0.0,0.0,0.0,0.0,0.0,229.474286,0.0,1467.034286,0.0,1506.788571,1,0,0,0,0,0
221,M,46,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142857,0,0,0,0,0,0
222,F,54,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.968571,19,10,0,0,0,1
223,M,46,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1578.294286,0,0,0,0,0,0
224,M,43,49,0.0,29.588571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
225,F,47,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0,0,0,0,0,0
226,M,40,49,6637.401429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057143,1,13,0,0,0,0
227,M,59,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.148571,0,0,0,0,0,0
228,M,52,49,0.0,5277.508571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20,0,0,0,0
229,M,42,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5590.76,6,2,0,0,0,1
230,M,51,49,15.671429,0.0,0.0,0.0,0.0,0.0,0.0,10065.661429,0.0,0.0,2,0,0,0,0,0
231,M,45,49,0.0,514.662857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,19,0,0,0,1
232,M,56,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1470.158571,3,0,0,0,0,0
233,F,42,49,0.0,30.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,16,0,0,0,0
234,M,43,49,109.527143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1240.21,2,0,0,0,0,0
235,F,43,49,62.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,657.911429,4,0,0,0,0,0
236,F,48,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.52,0,0,0,0,0,0
237,F,50,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5607.458571,4,0,0,0,0,0
238,M,47,49,6604.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,5,0,0,0,0
239,F,45,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.817143,0,0,0,0,0,0
240,M,47,49,241.068571,94.422857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9,0,0,0,0
241,M,48,49,0.0,17.221429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0,0,0,0,1
242,M,56,49,516.428571,0.0,0.0,0.0,0.0,0.0,0.0,23571.428571,0.0,0.0,0,0,0,0,0,0
243,M,52,49,0.0,0.0,0.0,0.0,0.0,0.0,8.051429,0.0,0.0,3429.522857,3,5,0,0,0,0
244,M,48,49,0.0,1.554286,0.0,0.0,0.0,0.0,0.0,0.0,2318.278571,0.0,0,4,0,0,0,0
245,F,39,49,46.358571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
246,M,40,49,209.022857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4798.325714,4,0,0,0,0,0
247,M,69,49,1048.52,0.0,33115.418333,5254.041667,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
248,M,44,49,0.0,0.0,0.0,0.0,3108.362857,0.0,0.0,0.0,0.0,3092.087143,4,0,0,0,0,0
249,F,38,49,0.0,0.0,0.0,0.0,0.0,0.0,56.36,0.0,0.0,1067.023333,0,3,0,0,1,0
250,M,36,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7115.982857,0.0,0.0,6,0,0,0,0,0
251,F,56,49,0.017143,0.0,0.0,0.0,0.0,0.0,0.0,23433.967143,0.0,0.0,10,0,0,0,0,0
252,F,33,49,3861.635714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0,0,0,0
253,M,47,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.4225,1,0,0,0,0,0
254,M,37,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011429,0,0,0,0,0,0
255,M,48,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4584.737143,4,0,0,0,0,1
256,M,30,49,5.378571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
257,M,66,49,140.617143,0.0,0.0,0.0,37.897143,0.0,0.0,0.0,0.0,0.034286,0,0,0,0,0,0
258,M,54,49,0.0,3.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.267143,1,0,0,0,0,0
259,M,46,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5666.688571,7,5,0,0,0,1
260,F,47,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.097143,0,0,0,0,0,0
261,M,59,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4178.7,1,0,0,0,0,0
262,M,51,49,52.675714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0
263,M,57,49,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
264,M,43,49,9339.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0
265,M,48,49,78.642857,0.0,0.0,0.0,7430.825714,0.0,0.0,0.0,0.0,0.0,0,2,0,0,0,1
266,M,50,49,0.0,0.0,0.0,0.0,0.0,236.32,0.0,0.0,0.0,0.0,0,0,0,0,0,0
267,F,40,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0,0,0,0,0,0
268,M,60,49,493.537143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
269,M,53,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1458.181429,3,2,0,0,0,1
270,F,58,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600.172857,0,1,0,0,0,1
271,M,53,49,0.0,2911.501429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2255.862857,3,13,0,0,0,1
272,M,39,49,0.477143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1492.764286,4,0,0,0,0,0
273,M,45,49,25.001429,445.702857,0.0,0.0,23.771429,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
274,M,44,49,0.817143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
275,M,46,49,0.005714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0,0,0,0,0,0
276,M,41,49,0.0,6414.784286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,30,0,0,0,0
277,M,54,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1384.094286,0,0,0,0,0,0
278,M,49,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.662857,0,0,0,0,0,0
279,M,56,49,598.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
280,M,54,49,37.247143,0.0,0.0,0.0,178.278571,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0
281,M,61,49,1103.615714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0
282,M,56,49,125.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018.94,2,0,0,0,0,0
283,M,37,49,19.244286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4852.401429,0,0,0,0,0,1
284,M,31,49,403.291429,0.0,0.0,0.0,0.0,165.731429,0.0,0.0,9800.314286,0.0,1,0,0,0,0,0
285,F,47,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.202,1,2,0,0,0,0
286,M,46,49,71.852857,0.0,0.0,0.0,0.0,0.0,189.017143,0.0,10563.474286,1435.757143,0,5,0,0,0,0
287,F,50,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1260.802857,1,0,0,0,0,0
288,M,62,49,534.571667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,743.14,4,0,0,0,0,0
289,F,37,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.314286,0,0,0,0,0,0
290,M,68,49,1001.002857,0.0,0.0,0.0,0.0,232.028571,0.0,0.0,3039.042857,0.0,1,10,0,1,0,1
291,M,43,49,1.367143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
292,F,33,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.325714,0,0,0,0,0,0
293,F,60,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1679.028571,5,0,0,0,0,0
294,M,58,49,651.862857,0.0,0.0,0.0,0.0,0.0,45.628571,0.0,0.0,10501.987143,5,0,0,0,0,0
295,M,40,49,53.608571,2288.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,0,0,0,0,0
296,F,61,49,0.0,0.0,0.0,0.0,0.0,24.674286,0.0,0.0,0.0,0.0,0,0,0,0,0,0
297,F,49,49,0.0,0.0,0.0,0.0,567.28,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
298,M,51,49,94.031429,0.011429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,0,0,0,0
299,M,40,49,5429.571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0
300,M,73,49,1028.608571,3626.551429,0.0,0.0,6242.595714,0.0,0.0,0.0,0.0,1614.84,34,94,0,4,12,1
301,M,43,49,60.398571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,23,0,0,0,0
302,M,53,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5557.397143,0,37,0,0,0,1
303,M,41,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1642.147143,0,1,0,0,0,0
304,M,40,49,104.234286,219.187143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1472.004286,8,0,0,0,0,1
305,M,52,49,1.7,90.437143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9,0,0,0,0
306,M,38,49,68.202857,0.0,0.0,0.0,0.0,38.651429,0.0,0.0,13590.771429,0.0,5,0,0,0,0,0
307,M,36,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051429,0,0,0,0,0,0
308,M,38,49,0.0,179.508571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0,0,0,0,0
309,M,43,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,420.027143,2,0,0,0,0,0
310,M,41,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.068571,0,0,0,0,0,0
311,M,41,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1108.45,1,0,0,0,0,0
312,M,52,49,6849.731429,0.0,0.0,0.0,0.0,0.0,0.0,10243.452857,0.0,0.0,9,0,0,0,0,0
313,F,44,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.331429,0,0,0,0,0,0
314,M,35,49,0.32,56.132857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0,0,0,0
315,M,55,49,16161.197143,318.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,0,0,0,0
316,M,39,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.571429,0,0,0,0,0,0
317,M,34,49,6081.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0
318,F,57,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1716.935714,3,0,0,0,0,0
319,M,45,49,69.325714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,12,0,0,0,0
320,M,37,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7,0,0,0,1
321,M,49,49,4.325714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
322,M,59,49,437.754286,0.0,0.0,38157.314286,450.57,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
323,F,57,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051429,0,0,0,0,0,0
324,F,56,49,70.184286,0.144286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,5,0,0,0,0
325,F,59,49,2330.557143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2983.324286,3,0,0,0,0,0
326,F,48,49,0.0,60.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,0,0,0,0
327,M,42,49,33.567143,0.0,0.0,0.0,0.0,0.0,45.628571,0.0,0.0,10602.174286,6,10,0,0,0,0
328,M,67,49,415.25,0.0,0.0,13366.745714,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
329,M,42,49,0.0,203.971429,0.0,0.0,1135.204286,0.0,0.0,0.0,0.0,0.0,0,14,5,0,0,1
330,M,64,49,635.081429,296.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12,0,0,0,0
331,F,36,49,0.0,5.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0
332,F,52,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045714,0,0,0,0,0,0
333,M,41,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.194286,1,5,0,3,0,1
334,M,64,49,9.305714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1116.854286,2,3,0,0,0,0
335,M,58,49,0.0,463.241429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,0,0,0,0
336,M,41,49,33.862857,0.0,0.0,0.0,0.0,0.0,0.0,15995.001429,0.0,2167.331429,11,16,0,0,0,0
337,M,35,49,0.0,0.0,0.0,0.0,283.495714,0.0,0.0,0.0,0.0,0.062857,0,0,0,0,0,0
338,M,48,49,449.762857,0.0,0.0,0.0,3731.958571,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
339,M,56,49,28.731429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
340,M,43,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11293.392,7,13,0,0,0,1
341,F,39,49,0.474286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
342,M,57,49,1.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
343,M,48,49,84.871429,0.0,0.0,0.0,0.0,0.0,0.0,8556.847143,0.0,2345.225714,6,0,0,0,0,0
344,F,38,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.935,0,0,0,0,0,0
345,M,49,49,160.715714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0,0,0,0
346,M,68,49,96.942857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1188.84,0.0,2,0,0,0,0,0
347,F,53,49,0.0,0.0,0.0,0.0,0.0,55.975714,0.0,0.0,0.0,2899.578571,20,2,1,0,0,1
348,M,56,49,9132.055714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0,0,0,0,0
349,F,44,49,0.114286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
350,M,39,49,28.765714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
351,M,49,49,0.327143,0.0,0.0,0.0,559.858571,0.0,0.0,0.0,0.0,1450.614286,7,0,0,0,0,1
352,M,34,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028571,0,0,0,0,0,0
353,M,37,49,0.0,365.552857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20,0,0,0,0
354,M,43,49,15.992857,0.0,0.0,0.0,0.0,1036.805714,0.0,0.0,40358.222857,3.01,6,4,0,0,0,0
355,F,38,49,0.0,0.0,0.0,0.0,0.0,17.565714,0.0,0.0,0.0,481.057143,0,0,0,0,0,0
356,M,54,49,3.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,0,4,0
357,M,44,49,0.0,0.942857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1675.502857,5,3,0,0,0,0
358,M,60,49,0.0,8.071429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206.307143,13,0,0,0,0,0
359,M,60,49,262.822857,210.781429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
360,M,55,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005714,0,0,0,0,0,0
361,M,44,49,35.118571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7733.357143,0,0,0,0,0,0
362,M,61,49,272.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1443.922857,16,0,0,0,0,0
363,F,56,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045714,0,0,0,0,0,0
364,M,64,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3083.335,1,0,0,0,0,0
365,F,38,49,0.0,0.0,0.0,0.0,0.0,131.234286,0.0,0.0,0.0,0.0,0,0,0,0,0,0
366,F,45,49,0.004286,0.0,0.0,0.0,0.0,349.091429,0.0,0.0,0.0,1014.915714,5,0,0,0,0,0
367,M,32,49,35.828571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,22,0,0,1,1
368,M,42,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.891429,0,0,0,0,0,0
369,M,45,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,875.337143,0,0,0,0,0,0
370,M,46,49,78.76,0.0,0.0,0.0,975.295714,0.0,0.0,0.0,0.0,0.0,1,9,0,0,0,1
371,M,66,49,1.267143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
372,M,41,49,62.275714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1295.647143,0,0,0,0,0,0
373,F,61,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0,0,0,0,0,0
374,M,71,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,418.867143,3,0,0,0,0,0
375,M,39,49,3587.36,0.0,0.0,0.0,887.421429,0.0,0.0,0.0,0.0,0.0,0,0,0,3,0,1
376,M,47,49,15.564286,0.0,0.0,0.0,0.0,157.885714,0.0,0.0,8840.751429,0.0,0,4,0,0,0,0
377,M,59,49,8909.187143,0.0,0.0,9713.982857,0.0,239.851429,0.0,0.0,15300.028571,0.0,6,21,0,0,0,0
378,M,57,49,6.077143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
379,F,43,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4666.917143,14,1,0,0,0,1
380,F,48,49,0.0,467.191429,0.0,0.0,59.425714,0.0,0.0,0.0,0.0,0.0,14,0,3,0,0,0
381,F,50,49,13.857143,82.611429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,19,0,0,0,0
382,F,48,49,0.0,21.712857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
383,M,32,49,10.318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,0,0,0,0
384,M,73,49,110.722857,0.0,0.0,0.0,178.278571,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
385,M,44,49,762.207143,0.0,0.0,0.0,3935.197143,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
386,M,41,49,6600.304286,1094.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630.488571,10,40,0,0,0,0
387,F,59,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1951.08,0,8,0,0,0,1
388,M,50,49,258.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2,0,0,0,0
389,F,60,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.137143,0,0,0,0,0,0
390,F,36,49,0.972857,0.0,0.0,0.0,0.0,0.0,0.0,9378.252857,0.0,1581.878571,6,0,0,0,0,0
391,F,50,49,3.771429,2477.985714,0.0,0.0,54.141429,0.0,0.0,0.0,0.0,0.0,23,12,0,0,0,0
392,M,40,49,0.0,258.536667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,28,0,6,4,1
393,M,52,49,1.955714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.701429,0,0,0,0,0,0
394,M,47,49,3074.627143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
395,M,57,49,3219.905714,0.0,0.0,23264.198571,0.0,0.0,0.0,0.0,0.0,0.0,12,34,0,0,0,0
396,M,70,49,112.062857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,19,0,0,0,0
397,M,50,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1327.94,4,0,0,0,0,0
398,M,36,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.314286,0,0,0,0,0,0
399,F,38,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.234286,0,0,0,0,0,0
400,F,46,49,0.0,0.0,0.0,0.0,178.278571,0.0,0.0,0.0,0.0,0.16,0,0,0,0,0,0
401,M,38,49,0.0,17.785714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,994.947143,8,0,0,0,0,0
402,M,69,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.102857,0,0,0,0,0,0
403,M,39,49,13.734286,32.13,0.0,62.762857,0.0,312.9,0.0,0.0,21029.111429,2481.372857,11,0,0,0,0,0
404,M,71,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,3,0,0,0,1
405,M,72,49,2274.565714,0.0,0.0,0.0,178.278571,0.0,0.0,0.0,0.0,1140.244286,1,6,0,0,0,0
406,M,52,49,2.48,166.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0
407,M,64,49,0.0,286.507143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,21,0,0,0,0
408,M,42,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,813.382857,1,0,0,0,0,0
409,F,46,49,0.0,178.617143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,13,0,0,0,0
410,M,47,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4075,0.0,0.0,1,0,0,0,0,0
411,F,38,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4812.344286,4,0,0,0,0,0
412,M,50,49,80.205714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
413,F,64,49,49.737143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1660.108571,8,0,0,0,0,0
414,M,37,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1691.974286,2,3,0,0,0,0
415,M,66,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1569.425714,3,0,0,0,0,0
416,M,38,49,0.0,37.44,0.0,0.0,0.0,0.0,29.52,0.0,0.0,7699.764286,1,6,0,0,1,0
417,M,54,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0,0,0,0,0,0
418,M,43,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0,0,0,1
419,M,32,49,448.944286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5,0,0,0,0
420,M,40,49,351.145714,36.16,0.0,0.0,0.0,0.0,0.0,8673.334286,0.0,0.0,16,27,0,0,0,0
421,M,53,49,432.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,25,0,0,0,0
422,M,49,49,415.005714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1335.417143,0,6,0,0,0,0
423,M,33,49,2.442857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.305714,2,0,0,0,0,0
424,M,46,49,1.874286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
425,M,37,49,2356.195714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8,0,0,0,0
426,M,69,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1343.198571,3,0,0,0,0,0
427,M,52,49,0.491429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
428,M,37,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1463.592857,0,0,0,0,0,0
429,F,62,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3062.19,4,0,0,0,0,0
430,M,31,49,386.907143,692.564286,0.0,0.0,0.0,2.107143,0.0,57008.741429,0.0,6968.835714,25,7,0,0,0,1
431,M,51,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4561.465714,0,9,0,0,0,0
432,M,37,49,0.0,251.701429,0.0,0.0,0.0,0.0,0.0,17177.321429,0.0,826.84,14,0,0,0,0,0
433,M,50,49,0.011429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
434,M,72,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2347.697143,12,1,0,0,0,1
